Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CLM0009955,CUST0204833,VEH0204833,10000,2026-01-03,1
CLM0009956,CUST0204895,VEH0204895,10000,2025-04-21,1
CLM0009957,CUST0204900,VEH0204900,10000,2026-01-02,1
CLM0009958,CUST0204920,VEH0204920,10000,2025-11-07,1
CLM0009959,CUST0204953,VEH0204953,10000,2025-04-14,1
CLM0009960,CUST0204972,VEH0204972,10000,2025-06-07,1
CLM0009961,CUST0204976,VEH0204976,10000,2025-09-07,1
CLM0009962,CUST0204987,VEH0204987,10000,2025-10-07,1
CLM0009963,CUST0204989,VEH0204989,10000,2026-01-21,1
CLM0009964,CUST0204999,VEH0204999,10000,2026-02-15,1
CLM0009965,CUST0205027,VEH0205027,10000,2025-03-21,1
CLM0009966,CUST0205051,VEH0205051,10000,2025-10-14,1
CLM0009967,CUST0205059,VEH0205059,10000,2025-09-14,1
CLM0009968,CUST0205157,VEH0205157,10000,2026-01-06,1
CLM0009969,CUST0205173,VEH0205173,10000,2025-01-13,1
CLM0009970,CUST0205184,VEH0205184,10000,2025-06-28,1
CLM0009971,CUST0205197,VEH0205197,10000,2026-02-09,1
CLM0009972,CUST0205199,VEH0205199,10000,2025-04-07,1
CLM0009973,CUST0205202,VEH0205202,10000,2025-05-28,1
CLM0009974,CUST0205211,VEH0205211,10000,2026-02-23,1
CLM0009975,CUST0205217,VEH0205217,10000,2026-01-02,1
CLM0009976,CUST0205224,VEH0205224,10000,2025-06-28,1
CLM0009977,CUST0205242,VEH0205242,10000,2025-05-07,1
CLM0009978,CUST0205252,VEH0205252,10000,2025-01-27,1
CLM0009979,CUST0205260,VEH0205260,10000,2025-05-07,1
CLM0009980,CUST0205268,VEH0205268,10000,2025-10-07,1
CLM0009981,CUST0205277,VEH0205277,10000,2025-05-28,1
CLM0009982,CUST0205280,VEH0205280,10000,2025-06-28,1
CLM0009983,CUST0205292,VEH0205292,10000,2025-06-07,1
CLM0009984,CUST0205348,VEH0205348,10000,2025-02-20,1
CLM0009985,CUST0205354,VEH0205354,10000,2025-11-28,1
CLM0009986,CUST0205360,VEH0205360,10000,2025-08-28,1
CLM0009987,CUST0205472,VEH0205472,10000,2025-06-07,1
CLM0009988,CUST0205492,VEH0205492,10000,2025-12-14,1
CLM0009989,CUST0205506,VEH0205506,10000,2025-08-28,1
CLM0009990,CUST0205508,VEH0205508,10000,2025-09-21,1
CLM0009991,CUST0205525,VEH0205525,10000,2025-03-14,1
CLM0009992,CUST0205541,VEH0205541,10000,2025-07-21,1
CLM0009993,CUST0205544,VEH0205544,10000,2025-12-07,1
CLM0009994,CUST0205553,VEH0205553,10000,2025-04-28,1
CLM0009995,CUST0205561,VEH0205561,10000,2025-11-21,1
CLM0009996,CUST0205574,VEH0205574,10000,2025-08-14,1
CLM0009997,CUST0205584,VEH0205584,10000,2025-12-07,1
CLM0009998,CUST0205594,VEH0205594,10000,2025-09-28,1
CLM0009999,CUST0205622,VEH0205622,10000,2025-09-14,1
CLM0010000,CUST0205643,VEH0205643,10000,2025-06-14,1
CLM0010001,CUST0205671,VEH0205671,10000,2025-11-14,1
CLM0010002,CUST0205746,VEH0205746,10000,2025-12-21,1
CLM0010003,CUST0205769,VEH0205769,10000,2025-11-14,1
CLM0010004,CUST0205772,VEH0205772,10000,2025-07-28,1
CLM0010005,CUST0205778,VEH0205778,10000,2025-08-21,1
CLM0010006,CUST0205793,VEH0205793,10000,2026-01-04,1
CLM0010007,CUST0205815,VEH0205815,10000,2025-08-14,1
CLM0010008,CUST0205823,VEH0205823,10000,2025-10-14,1
CLM0010009,CUST0205830,VEH0205830,10000,2026-02-07,1
CLM0010010,CUST0205853,VEH0205853,10000,2026-01-15,1
CLM0010011,CUST0205864,VEH0205864,10000,2025-03-07,1
CLM0010012,CUST0205868,VEH0205868,10000,2025-07-07,1
CLM0010013,CUST0205878,VEH0205878,10000,2025-07-21,1
CLM0010014,CUST0205888,VEH0205888,10000,2025-05-28,1
CLM0010015,CUST0205893,VEH0205893,10000,2025-02-13,1
CLM0010016,CUST0205899,VEH0205899,10000,2025-06-07,1
CLM0010017,CUST0205933,VEH0205933,10000,2025-04-07,1
CLM0010018,CUST0205952,VEH0205952,10000,2025-05-21,1
CLM0010019,CUST0205967,VEH0205967,10000,2026-02-16,1
CLM0010020,CUST0205977,VEH0205977,10000,2025-09-07,1
CLM0010021,CUST0205987,VEH0205987,10000,2025-06-28,1
CLM0010022,CUST0206017,VEH0206017,10000,2025-08-21,1
CLM0010023,CUST0206028,VEH0206028,10000,2025-01-27,1
CLM0010024,CUST0206079,VEH0206079,10000,2025-03-21,1
CLM0010025,CUST0206085,VEH0206085,10000,2025-10-28,1
CLM0010026,CUST0206104,VEH0206104,10000,2025-03-28,1
CLM0010027,CUST0206124,VEH0206124,10000,2025-01-13,1
CLM0010028,CUST0206195,VEH0206195,10000,2025-09-21,1
CLM0010029,CUST0206197,VEH0206197,10000,2025-03-28,1
CLM0010030,CUST0206221,VEH0206221,10000,2025-06-14,1
CLM0010031,CUST0206259,VEH0206259,10000,2025-09-07,1
CLM0010032,CUST0206263,VEH0206263,10000,2025-12-07,1
CLM0010033,CUST0206282,VEH0206282,10000,2026-02-23,1
CLM0010034,CUST0206304,VEH0206304,10000,2025-02-20,1
CLM0010035,CUST0206321,VEH0206321,10000,2025-01-13,1
CLM0010036,CUST0206328,VEH0206328,10000,2025-04-28,1
CLM0010037,CUST0206345,VEH0206345,10000,2025-04-07,1
CLM0010038,CUST0206347,VEH0206347,10000,2025-11-28,1
CLM0010039,CUST0206361,VEH0206361,10000,2025-11-28,1
CLM0010040,CUST0206364,VEH0206364,10000,2025-11-14,1
CLM0010041,CUST0206384,VEH0206384,10000,2025-09-14,1
CLM0010042,CUST0206401,VEH0206401,10000,2025-09-07,1
CLM0010043,CUST0206408,VEH0206408,10000,2025-01-13,1
CLM0010044,CUST0206423,VEH0206423,10000,2025-01-20,1
CLM0010045,CUST0206433,VEH0206433,10000,2026-01-20,1
CLM0010046,CUST0206441,VEH0206441,10000,2025-08-28,1
CLM0010047,CUST0206444,VEH0206444,10000,2025-11-07,1
CLM0010048,CUST0206457,VEH0206457,10000,2025-05-28,1
CLM0010049,CUST0206460,VEH0206460,10000,2025-09-07,1
CLM0010050,CUST0206464,VEH0206464,10000,2025-01-13,1
CLM0010051,CUST0206468,VEH0206468,10000,2025-09-14,1
CLM0010052,CUST0206488,VEH0206488,10000,2025-06-07,1
CLM0010053,CUST0206542,VEH0206542,10000,2026-02-24,1
CLM0010054,CUST0206549,VEH0206549,10000,2025-11-07,1
CLM0010055,CUST0206571,VEH0206571,10000,2025-02-06,1
CLM0010056,CUST0206571,VEH0206571,10000,2026-01-12,2
CLM0010057,CUST0206615,VEH0206615,10000,2026-01-23,1
CLM0010058,CUST0206668,VEH0206668,10000,2025-04-07,1
CLM0010059,CUST0206762,VEH0206762,10000,2025-11-07,1
CLM0010060,CUST0206777,VEH0206777,10000,2026-01-30,1
CLM0010061,CUST0206808,VEH0206808,10000,2025-01-06,1
CLM0010062,CUST0206815,VEH0206815,10000,2025-09-14,1
CLM0010063,CUST0206819,VEH0206819,10000,2025-09-14,1
CLM0010064,CUST0206830,VEH0206830,10000,2025-06-07,1
CLM0010065,CUST0206844,VEH0206844,10000,2025-10-07,1
CLM0010066,CUST0206863,VEH0206863,10000,2025-09-07,1
CLM0010067,CUST0206902,VEH0206902,10000,2025-04-14,1
CLM0010068,CUST0206937,VEH0206937,10000,2025-01-20,1
CLM0010069,CUST0206967,VEH0206967,10000,2025-12-28,1
CLM0010070,CUST0206981,VEH0206981,10000,2025-11-07,1
CLM0010071,CUST0207028,VEH0207028,10000,2025-07-28,1
CLM0010072,CUST0207030,VEH0207030,10000,2025-03-21,1
CLM0010073,CUST0207035,VEH0207035,10000,2026-02-02,1
CLM0010074,CUST0207044,VEH0207044,10000,2025-11-14,1
CLM0010075,CUST0207059,VEH0207059,10000,2025-09-21,1
CLM0010076,CUST0207074,VEH0207074,10000,2025-08-21,1
CLM0010077,CUST0207091,VEH0207091,10000,2025-05-21,1
CLM0010078,CUST0207133,VEH0207133,10000,2025-09-07,1
CLM0010079,CUST0207150,VEH0207150,10000,2026-01-19,1
CLM0010080,CUST0207207,VEH0207207,10000,2025-03-14,1
CLM0010081,CUST0207209,VEH0207209,10000,2026-02-21,1
CLM0010082,CUST0207212,VEH0207212,10000,2025-04-07,1
CLM0010083,CUST0207217,VEH0207217,10000,2025-12-21,1
CLM0010084,CUST0207226,VEH0207226,10000,2025-12-07,1
CLM0010085,CUST0207261,VEH0207261,10000,2026-02-08,1
CLM0010086,CUST0207266,VEH0207266,10000,2025-04-21,1
CLM0010087,CUST0207326,VEH0207326,10000,2026-01-31,1
CLM0010088,CUST0207337,VEH0207337,10000,2025-04-28,1
CLM0010089,CUST0207357,VEH0207357,10000,2025-06-14,1
CLM0010090,CUST0207390,VEH0207390,10000,2025-07-28,1
CLM0010091,CUST0207391,VEH0207391,10000,2025-12-21,1
CLM0010092,CUST0207409,VEH0207409,10000,2026-01-05,1
CLM0010093,CUST0207415,VEH0207415,10000,2025-08-28,1
CLM0010094,CUST0207444,VEH0207444,10000,2025-11-14,1
CLM0010095,CUST0207456,VEH0207456,10000,2025-08-28,1
CLM0010096,CUST0207497,VEH0207497,10000,2025-11-14,1
CLM0010097,CUST0207499,VEH0207499,10000,2025-07-28,1
CLM0010098,CUST0207501,VEH0207501,10000,2025-05-14,1
CLM0010099,CUST0207543,VEH0207543,10000,2025-08-21,1
CLM0010100,CUST0207554,VEH0207554,10000,2026-02-04,1
CLM0010101,CUST0207577,VEH0207577,10000,2025-10-28,1
CLM0010102,CUST0207652,VEH0207652,10000,2025-07-14,1
CLM0010103,CUST0207653,VEH0207653,10000,2025-08-21,1
CLM0010104,CUST0207682,VEH0207682,10000,2025-06-28,1
CLM0010105,CUST0207700,VEH0207700,10000,2025-05-14,1
CLM0010106,CUST0207708,VEH0207708,10000,2026-01-24,1
CLM0010107,CUST0207712,VEH0207712,10000,2026-02-19,1
CLM0010108,CUST0207714,VEH0207714,10000,2026-02-05,1
CLM0010109,CUST0207726,VEH0207726,10000,2026-01-17,1
CLM0010110,CUST0207733,VEH0207733,10000,2025-08-07,1
CLM0010111,CUST0207734,VEH0207734,10000,2025-01-20,1
CLM0010112,CUST0207771,VEH0207771,10000,2025-02-13,1
CLM0010113,CUST0207788,VEH0207788,10000,2026-01-01,1
CLM0010114,CUST0207844,VEH0207844,10000,2025-01-20,1
CLM0010115,CUST0207858,VEH0207858,10000,2025-11-14,1
CLM0010116,CUST0207893,VEH0207893,10000,2025-03-07,1
CLM0010117,CUST0207918,VEH0207918,10000,2025-06-28,1
CLM0010118,CUST0207925,VEH0207925,10000,2025-08-14,1
CLM0010119,CUST0207974,VEH0207974,10000,2025-12-14,1
CLM0010120,CUST0208017,VEH0208017,10000,2025-02-20,1
CLM0010121,CUST0208030,VEH0208030,10000,2025-01-06,1
CLM0010122,CUST0208052,VEH0208052,10000,2025-01-27,1
CLM0010123,CUST0208058,VEH0208058,10000,2026-02-10,1
CLM0010124,CUST0208071,VEH0208071,10000,2025-11-28,1
CLM0010125,CUST0208091,VEH0208091,10000,2025-03-21,1
CLM0010126,CUST0208092,VEH0208092,10000,2025-08-14,1
CLM0010127,CUST0208103,VEH0208103,10000,2025-12-07,1
CLM0010128,CUST0208108,VEH0208108,10000,2025-12-28,1
CLM0010129,CUST0208134,VEH0208134,10000,2025-05-21,1
CLM0010130,CUST0208161,VEH0208161,10000,2025-07-07,1
CLM0010131,CUST0208164,VEH0208164,10000,2026-02-26,1
CLM0010132,CUST0208180,VEH0208180,10000,2025-07-21,1
CLM0010133,CUST0208180,VEH0208180,10000,2026-01-29,2
CLM0010134,CUST0208237,VEH0208237,10000,2025-10-21,1
CLM0010135,CUST0208255,VEH0208255,10000,2025-10-21,1
CLM0010136,CUST0208272,VEH0208272,10000,2026-02-25,1
CLM0010137,CUST0208285,VEH0208285,10000,2025-11-07,1
CLM0010138,CUST0208303,VEH0208303,10000,2025-03-28,1
CLM0010139,CUST0208311,VEH0208311,10000,2025-12-07,1
CLM0010140,CUST0208318,VEH0208318,10000,2025-11-14,1
CLM0010141,CUST0208328,VEH0208328,10000,2026-02-22,1
CLM0010142,CUST0208336,VEH0208336,10000,2026-01-14,1
CLM0010143,CUST0208339,VEH0208339,10000,2025-05-21,1
CLM0010144,CUST0208359,VEH0208359,10000,2026-01-24,1
CLM0010145,CUST0208360,VEH0208360,10000,2025-01-06,1
CLM0010146,CUST0208363,VEH0208363,10000,2025-08-14,1
CLM0010147,CUST0208371,VEH0208371,10000,2025-05-21,1
CLM0010148,CUST0208387,VEH0208387,10000,2025-08-28,1
CLM0010149,CUST0208408,VEH0208408,10000,2025-04-14,1
CLM0010150,CUST0208464,VEH0208464,10000,2025-02-06,1
CLM0010151,CUST0208519,VEH0208519,10000,2026-02-11,1
CLM0010152,CUST0208561,VEH0208561,10000,2025-07-21,1
CLM0010153,CUST0208602,VEH0208602,10000,2025-01-13,1
CLM0010154,CUST0208611,VEH0208611,10000,2025-01-27,1
CLM0010155,CUST0208643,VEH0208643,10000,2025-06-21,1
CLM0010156,CUST0208645,VEH0208645,10000,2025-01-20,1
CLM0010157,CUST0208665,VEH0208665,10000,2025-03-14,1
CLM0010158,CUST0208667,VEH0208667,10000,2025-06-14,1
CLM0010159,CUST0208671,VEH0208671,10000,2025-04-21,1
CLM0010160,CUST0208687,VEH0208687,10000,2026-01-16,1
CLM0010161,CUST0208689,VEH0208689,10000,2025-09-21,1
CLM0010162,CUST0208714,VEH0208714,10000,2025-02-27,1
CLM0010163,CUST0208724,VEH0208724,10000,2025-08-21,1
CLM0010164,CUST0208725,VEH0208725,10000,2026-01-01,1
CLM0010165,CUST0208728,VEH0208728,10000,2025-11-28,1
CLM0010166,CUST0208739,VEH0208739,10000,2025-01-13,1
CLM0010167,CUST0208769,VEH0208769,10000,2025-07-21,1
CLM0010168,CUST0208798,VEH0208798,10000,2025-07-07,1
CLM0010169,CUST0208804,VEH0208804,10000,2025-11-28,1
CLM0010170,CUST0208846,VEH0208846,10000,2026-01-10,1
CLM0010171,CUST0208923,VEH0208923,10000,2025-11-21,1
CLM0010172,CUST0208935,VEH0208935,10000,2025-01-27,1
CLM0010173,CUST0209008,VEH0209008,10000,2025-01-27,1
CLM0010174,CUST0209019,VEH0209019,10000,2025-11-07,1
CLM0010175,CUST0209027,VEH0209027,10000,2025-06-14,1
CLM0010176,CUST0209043,VEH0209043,10000,2025-01-13,1
CLM0010177,CUST0209087,VEH0209087,10000,2025-08-14,1
CLM0010178,CUST0209096,VEH0209096,10000,2025-06-14,1
CLM0010179,CUST0209108,VEH0209108,10000,2025-05-21,1
CLM0010180,CUST0209130,VEH0209130,10000,2025-01-20,1
CLM0010181,CUST0209131,VEH0209131,10000,2025-01-27,1
CLM0010182,CUST0209132,VEH0209132,10000,2025-09-14,1
CLM0010183,CUST0209143,VEH0209143,10000,2025-06-28,1
CLM0010184,CUST0209160,VEH0209160,10000,2025-03-21,1
CLM0010185,CUST0209163,VEH0209163,10000,2025-10-14,1
CLM0010186,CUST0209171,VEH0209171,10000,2025-09-21,1
CLM0010187,CUST0209185,VEH0209185,10000,2026-02-15,1
CLM0010188,CUST0209196,VEH0209196,10000,2025-10-28,1
CLM0010189,CUST0209214,VEH0209214,10000,2025-02-20,1
CLM0010190,CUST0209264,VEH0209264,10000,2025-09-28,1
CLM0010191,CUST0209269,VEH0209269,10000,2026-01-12,1
CLM0010192,CUST0209272,VEH0209272,10000,2025-04-07,1
CLM0010193,CUST0209305,VEH0209305,10000,2026-01-25,1
CLM0010194,CUST0209339,VEH0209339,10000,2025-12-21,1
CLM0010195,CUST0209350,VEH0209350,10000,2025-11-21,1
CLM0010196,CUST0209359,VEH0209359,10000,2025-08-28,1
CLM0010197,CUST0209466,VEH0209466,10000,2025-06-21,1
CLM0010198,CUST0209525,VEH0209525,10000,2025-09-14,1
CLM0010199,CUST0209533,VEH0209533,10000,2025-12-21,1
CLM0010200,CUST0209534,VEH0209534,10000,2025-12-21,1
CLM0010201,CUST0209537,VEH0209537,10000,2025-06-28,1
CLM0010202,CUST0209539,VEH0209539,10000,2025-08-07,1
CLM0010203,CUST0209543,VEH0209543,10000,2025-10-21,1
CLM0010204,CUST0209548,VEH0209548,10000,2026-02-17,1
CLM0010205,CUST0209564,VEH0209564,10000,2025-03-14,1
CLM0010206,CUST0209576,VEH0209576,10000,2025-04-14,1
CLM0010207,CUST0209598,VEH0209598,10000,2026-01-16,1
CLM0010208,CUST0209621,VEH0209621,10000,2025-08-07,1
CLM0010209,CUST0209645,VEH0209645,10000,2025-05-21,1
CLM0010210,CUST0209738,VEH0209738,10000,2025-08-07,1
CLM0010211,CUST0209760,VEH0209760,10000,2026-01-13,1
CLM0010212,CUST0209769,VEH0209769,10000,2025-11-14,1
CLM0010213,CUST0209770,VEH0209770,10000,2025-12-28,1
CLM0010214,CUST0209772,VEH0209772,10000,2025-12-14,1
CLM0010215,CUST0209834,VEH0209834,10000,2025-01-20,1
CLM0010216,CUST0209852,VEH0209852,10000,2025-07-14,1
CLM0010217,CUST0209858,VEH0209858,10000,2025-08-21,1
CLM0010218,CUST0209875,VEH0209875,10000,2025-05-14,1
CLM0010219,CUST0209886,VEH0209886,10000,2025-07-07,1
CLM0010220,CUST0209887,VEH0209887,10000,2025-04-07,1
CLM0010221,CUST0209901,VEH0209901,10000,2025-08-14,1
CLM0010222,CUST0209902,VEH0209902,10000,2025-06-21,1
CLM0010223,CUST0209912,VEH0209912,10000,2026-01-15,1
CLM0010224,CUST0209982,VEH0209982,10000,2025-04-28,1
CLM0010225,CUST0209984,VEH0209984,10000,2025-09-21,1
CLM0010226,CUST0210002,VEH0210002,10000,2026-02-28,1
CLM0010227,CUST0210037,VEH0210037,10000,2025-09-28,1
CLM0010228,CUST0210090,VEH0210090,10000,2025-05-28,1
CLM0010229,CUST0210206,VEH0210206,10000,2025-04-28,1
CLM0010230,CUST0210214,VEH0210214,10000,2025-12-14,1
CLM0010231,CUST0210246,VEH0210246,10000,2025-08-07,1
CLM0010232,CUST0210249,VEH0210249,10000,2025-06-14,1
CLM0010233,CUST0210283,VEH0210283,10000,2025-03-28,1
CLM0010234,CUST0210286,VEH0210286,10000,2025-11-21,1
CLM0010235,CUST0210354,VEH0210354,10000,2025-06-07,1
CLM0010236,CUST0210362,VEH0210362,10000,2025-12-07,1
CLM0010237,CUST0210379,VEH0210379,10000,2025-08-14,1
CLM0010238,CUST0210455,VEH0210455,10000,2025-05-28,1
CLM0010239,CUST0210465,VEH0210465,10000,2025-09-07,1
CLM0010240,CUST0210465,VEH0210465,10000,2026-02-10,2
CLM0010241,CUST0210483,VEH0210483,10000,2025-08-07,1
CLM0010242,CUST0210496,VEH0210496,10000,2026-01-03,1
CLM0010243,CUST0210500,VEH0210500,10000,2025-06-21,1
CLM0010244,CUST0210505,VEH0210505,10000,2026-02-08,1
CLM0010245,CUST0210529,VEH0210529,10000,2025-09-21,1
CLM0010246,CUST0210531,VEH0210531,10000,2026-01-23,1
CLM0010247,CUST0210545,VEH0210545,10000,2025-03-14,1
CLM0010248,CUST0210582,VEH0210582,10000,2026-01-03,1
CLM0010249,CUST0210618,VEH0210618,10000,2025-10-28,1
CLM0010250,CUST0210618,VEH0210618,10000,2026-01-05,2
CLM0010251,CUST0210645,VEH0210645,10000,2025-09-28,1
CLM0010252,CUST0210649,VEH0210649,10000,2025-05-14,1
CLM0010253,CUST0210660,VEH0210660,10000,2026-01-13,1
CLM0010254,CUST0210665,VEH0210665,10000,2026-01-31,1
CLM0010255,CUST0210706,VEH0210706,10000,2025-02-27,1
CLM0010256,CUST0210733,VEH0210733,10000,2025-02-13,1
CLM0010257,CUST0210746,VEH0210746,10000,2025-08-28,1
CLM0010258,CUST0210762,VEH0210762,10000,2025-02-27,1
CLM0010259,CUST0210766,VEH0210766,10000,2025-07-14,1
CLM0010260,CUST0210781,VEH0210781,10000,2025-04-14,1
CLM0010261,CUST0210782,VEH0210782,10000,2026-02-28,1
CLM0010262,CUST0210807,VEH0210807,10000,2025-03-07,1
CLM0010263,CUST0210815,VEH0210815,10000,2026-02-16,1
CLM0010264,CUST0210819,VEH0210819,10000,2025-07-07,1
CLM0010265,CUST0210839,VEH0210839,10000,2025-03-21,1
CLM0010266,CUST0210842,VEH0210842,10000,2025-07-28,1
CLM0010267,CUST0210849,VEH0210849,10000,2025-05-14,1
CLM0010268,CUST0210872,VEH0210872,10000,2025-01-20,1
CLM0010269,CUST0210873,VEH0210873,10000,2026-02-20,1
CLM0010270,CUST0210903,VEH0210903,10000,2026-02-12,1
CLM0010271,CUST0210936,VEH0210936,10000,2025-06-07,1
CLM0010272,CUST0210950,VEH0210950,10000,2025-02-27,1
CLM0010273,CUST0210976,VEH0210976,10000,2026-02-09,1
CLM0010274,CUST0210978,VEH0210978,10000,2025-06-21,1
CLM0010275,CUST0211045,VEH0211045,10000,2025-06-21,1
CLM0010276,CUST0211050,VEH0211050,10000,2025-04-28,1
CLM0010277,CUST0211301,VEH0211301,10000,2025-05-07,1
CLM0010278,CUST0211320,VEH0211320,10000,2025-04-14,1
CLM0010279,CUST0211350,VEH0211350,10000,2026-02-17,1
CLM0010280,CUST0211355,VEH0211355,10000,2025-01-20,1
CLM0010281,CUST0211357,VEH0211357,10000,2025-05-28,1
CLM0010282,CUST0211371,VEH0211371,10000,2025-06-14,1
CLM0010283,CUST0211393,VEH0211393,10000,2025-05-14,1
CLM0010284,CUST0211397,VEH0211397,10000,2025-12-14,1
CLM0010285,CUST0211413,VEH0211413,10000,2025-06-07,1
CLM0010286,CUST0211421,VEH0211421,10000,2025-09-14,1
CLM0010287,CUST0211429,VEH0211429,10000,2025-01-13,1
CLM0010288,CUST0211432,VEH0211432,10000,2025-11-07,1
CLM0010289,CUST0211457,VEH0211457,10000,2026-01-11,1
CLM0010290,CUST0211471,VEH0211471,10000,2025-05-28,1
CLM0010291,CUST0211473,VEH0211473,10000,2025-08-21,1
CLM0010292,CUST0211489,VEH0211489,10000,2025-08-14,1
CLM0010293,CUST0211531,VEH0211531,10000,2025-12-28,1
CLM0010294,CUST0211549,VEH0211549,10000,2025-05-21,1
CLM0010295,CUST0211566,VEH0211566,10000,2025-07-28,1
CLM0010296,CUST0211571,VEH0211571,10000,2025-01-06,1
CLM0010297,CUST0211576,VEH0211576,10000,2026-02-14,1
CLM0010298,CUST0211621,VEH0211621,10000,2026-01-20,1
CLM0010299,CUST0211644,VEH0211644,10000,2026-01-04,1
CLM0010300,CUST0211654,VEH0211654,10000,2025-03-28,1
CLM0010301,CUST0211704,VEH0211704,10000,2026-01-25,1
CLM0010302,CUST0211724,VEH0211724,10000,2025-12-14,1
CLM0010303,CUST0211731,VEH0211731,10000,2025-01-20,1
CLM0010304,CUST0211757,VEH0211757,10000,2025-07-28,1
CLM0010305,CUST0211781,VEH0211781,10000,2025-10-21,1
CLM0010306,CUST0211785,VEH0211785,10000,2025-12-07,1
CLM0010307,CUST0211789,VEH0211789,10000,2025-04-14,1
CLM0010308,CUST0211846,VEH0211846,10000,2026-02-17,1
CLM0010309,CUST0211892,VEH0211892,10000,2025-09-28,1
CLM0010310,CUST0211893,VEH0211893,10000,2025-10-07,1
CLM0010311,CUST0211934,VEH0211934,10000,2026-01-01,1
CLM0010312,CUST0211936,VEH0211936,10000,2025-08-14,1
CLM0010313,CUST0211954,VEH0211954,10000,2025-09-28,1
CLM0010314,CUST0211961,VEH0211961,10000,2025-02-13,1
CLM0010315,CUST0211984,VEH0211984,10000,2025-05-07,1
CLM0010316,CUST0211988,VEH0211988,10000,2025-06-07,1
CLM0010317,CUST0212029,VEH0212029,10000,2025-11-28,1
CLM0010318,CUST0212036,VEH0212036,10000,2025-06-14,1
CLM0010319,CUST0212039,VEH0212039,10000,2026-01-26,1
CLM0010320,CUST0212104,VEH0212104,10000,2025-05-14,1
CLM0010321,CUST0212146,VEH0212146,10000,2026-01-17,1
CLM0010322,CUST0212164,VEH0212164,10000,2026-01-23,1
CLM0010323,CUST0212258,VEH0212258,10000,2025-09-28,1
CLM0010324,CUST0212274,VEH0212274,10000,2025-03-07,1
CLM0010325,CUST0212289,VEH0212289,10000,2025-12-14,1
CLM0010326,CUST0212315,VEH0212315,10000,2026-02-21,1
CLM0010327,CUST0212338,VEH0212338,10000,2025-02-13,1
CLM0010328,CUST0212343,VEH0212343,10000,2025-06-07,1
CLM0010329,CUST0212403,VEH0212403,10000,2025-05-28,1
CLM0010330,CUST0212415,VEH0212415,10000,2025-10-28,1
CLM0010331,CUST0212464,VEH0212464,10000,2025-12-21,1
CLM0010332,CUST0212469,VEH0212469,10000,2025-04-14,1
CLM0010333,CUST0212498,VEH0212498,10000,2025-09-21,1
CLM0010334,CUST0212509,VEH0212509,10000,2025-03-28,1
CLM0010335,CUST0212511,VEH0212511,10000,2025-03-07,1
CLM0010336,CUST0212533,VEH0212533,10000,2025-10-14,1
CLM0010337,CUST0212560,VEH0212560,10000,2026-01-28,1
CLM0010338,CUST0212562,VEH0212562,10000,2025-02-20,1
CLM0010339,CUST0212570,VEH0212570,10000,2026-02-11,1
CLM0010340,CUST0212574,VEH0212574,10000,2025-10-28,1
CLM0010341,CUST0212637,VEH0212637,10000,2025-03-07,1
CLM0010342,CUST0212645,VEH0212645,10000,2025-04-07,1
CLM0010343,CUST0212654,VEH0212654,10000,2025-12-07,1
CLM0010344,CUST0212665,VEH0212665,10000,2025-12-28,1
CLM0010345,CUST0212749,VEH0212749,10000,2025-08-14,1
CLM0010346,CUST0212753,VEH0212753,10000,2025-11-28,1
CLM0010347,CUST0212770,VEH0212770,10000,2025-03-21,1
CLM0010348,CUST0212771,VEH0212771,10000,2025-07-28,1
CLM0010349,CUST0212780,VEH0212780,10000,2025-02-06,1
CLM0010350,CUST0212784,VEH0212784,10000,2025-05-14,1
CLM0010351,CUST0212826,VEH0212826,10000,2025-12-07,1
CLM0010352,CUST0212869,VEH0212869,10000,2025-12-14,1
CLM0010353,CUST0212903,VEH0212903,10000,2026-01-20,1
CLM0010354,CUST0212992,VEH0212992,10000,2025-10-07,1
CLM0010355,CUST0213002,VEH0213002,10000,2025-07-07,1
CLM0010356,CUST0213020,VEH0213020,10000,2025-01-06,1
CLM0010357,CUST0213049,VEH0213049,10000,2025-01-13,1
CLM0010358,CUST0213098,VEH0213098,10000,2025-01-06,1
CLM0010359,CUST0213127,VEH0213127,10000,2025-03-07,1
CLM0010360,CUST0213128,VEH0213128,10000,2025-01-06,1
CLM0010361,CUST0213170,VEH0213170,10000,2026-02-07,1
CLM0010362,CUST0213203,VEH0213203,10000,2025-12-07,1
CLM0010363,CUST0213208,VEH0213208,10000,2025-06-21,1
CLM0010364,CUST0213261,VEH0213261,10000,2026-01-02,1
CLM0010365,CUST0213316,VEH0213316,10000,2026-01-08,1
CLM0010366,CUST0213325,VEH0213325,10000,2025-01-20,1
CLM0010367,CUST0213339,VEH0213339,10000,2026-01-23,1
CLM0010368,CUST0213343,VEH0213343,10000,2025-12-07,1
CLM0010369,CUST0213347,VEH0213347,10000,2025-09-07,1
CLM0010370,CUST0213403,VEH0213403,10000,2025-03-14,1
CLM0010371,CUST0213408,VEH0213408,10000,2025-04-14,1
CLM0010372,CUST0213417,VEH0213417,10000,2026-01-07,1
CLM0010373,CUST0213434,VEH0213434,10000,2025-08-21,1
CLM0010374,CUST0213435,VEH0213435,10000,2025-11-28,1
CLM0010375,CUST0213445,VEH0213445,10000,2025-11-21,1
CLM0010376,CUST0213446,VEH0213446,10000,2025-01-13,1
